customer_id,pdays,previous,poutcome
194,392,2,other
195,99,2,success
196,-1,0,unknown
197,151,5,other
198,-1,0,unknown
199,-1,0,unknown
200,251,2,success
201,38,1,failure
202,124,1,other
203,-1,0,unknown
204,-1,0,unknown
205,-1,0,unknown
206,-1,0,unknown
207,-1,0,unknown
208,-1,0,unknown
209,-1,0,unknown
210,-1,0,unknown
211,-1,0,unknown
212,-1,0,unknown
213,-1,0,unknown
214,-1,0,unknown
215,-1,0,unknown
216,-1,0,unknown
217,-1,0,unknown
218,-1,0,unknown
219,288,8,failure
220,87,3,success
221,-1,0,unknown
222,-1,0,unknown
223,182,8,other
224,-1,0,unknown
225,-1,0,unknown
226,-1,0,unknown
227,-1,0,unknown
228,-1,0,unknown
229,-1,0,unknown
230,-1,0,unknown
231,-1,0,unknown
232,-1,0,unknown
233,-1,0,unknown
234,-1,0,unknown
235,-1,0,unknown
236,-1,0,unknown
237,-1,0,unknown
238,-1,0,unknown
239,-1,0,unknown
240,-1,0,unknown
241,-1,0,unknown
242,-1,0,unknown
243,-1,0,unknown
244,-1,0,unknown
245,-1,0,unknown
246,-1,0,unknown
247,-1,0,unknown
248,-1,0,unknown
249,-1,0,unknown
250,-1,0,unknown
251,-1,0,unknown
252,-1,0,unknown
253,321,1,failure
254,-1,0,unknown
255,-1,0,unknown
256,-1,0,unknown
257,227,5,failure
258,-1,0,unknown
259,-1,0,unknown
260,-1,0,unknown
261,-1,0,unknown
262,343,1,failure
263,-1,0,unknown
264,91,1,success
265,-1,0,unknown
266,277,4,other
267,-1,0,unknown
268,-1,0,unknown
269,-1,0,unknown
270,-1,0,unknown
271,-1,0,unknown
272,267,1,other
273,188,6,failure
274,-1,0,unknown
275,-1,0,unknown
276,-1,0,unknown
277,-1,0,unknown
278,-1,0,unknown
279,-1,0,unknown
280,-1,0,unknown
281,-1,0,unknown
282,149,4,failure
283,-1,0,unknown
284,-1,0,unknown
285,92,4,success
286,-1,0,unknown
287,-1,0,unknown
288,-1,0,unknown
289,176,2,other
290,-1,0,unknown
291,-1,0,unknown
292,-1,0,unknown
293,347,1,failure
294,-1,0,unknown
295,-1,0,unknown
296,-1,0,unknown
297,-1,0,unknown
298,-1,0,unknown
299,-1,0,unknown
300,-1,0,unknown
301,-1,0,unknown
302,-1,0,unknown
303,-1,0,unknown
304,-1,0,unknown
305,-1,0,unknown
306,-1,0,unknown
307,-1,0,unknown
308,-1,0,unknown
309,-1,0,unknown
310,-1,0,unknown
311,-1,0,unknown
312,-1,0,unknown
313,-1,0,unknown
314,-1,0,unknown
315,-1,0,unknown
316,-1,0,unknown
317,-1,0,unknown
318,-1,0,unknown
319,-1,0,unknown
320,761,1,other
321,-1,0,unknown
322,-1,0,unknown
323,154,3,other
324,-1,0,unknown
325,-1,0,unknown
326,-1,0,unknown
327,341,7,failure
328,-1,0,unknown
329,-1,0,unknown
330,-1,0,unknown
331,-1,0,unknown
332,325,1,other
333,-1,0,unknown
334,-1,0,unknown
335,-1,0,unknown
336,-1,0,unknown
337,-1,0,unknown
338,-1,0,unknown
339,175,1,failure
340,-1,0,unknown
341,-1,0,unknown
342,-1,0,unknown
343,-1,0,unknown
344,-1,0,unknown
345,-1,0,unknown
346,-1,0,unknown
347,-1,0,unknown
348,-1,0,unknown
349,-1,0,unknown
350,169,2,failure
351,-1,0,unknown
352,-1,0,unknown
353,-1,0,unknown
354,-1,0,unknown
355,-1,0,unknown
356,-1,0,unknown
357,118,6,other
358,-1,0,unknown
359,-1,0,unknown
360,-1,0,unknown
361,-1,0,unknown
362,-1,0,unknown
363,-1,0,unknown
364,-1,0,unknown
365,-1,0,unknown
366,-1,0,unknown
367,-1,0,unknown
368,-1,0,unknown
369,-1,0,unknown
370,-1,0,unknown
371,-1,0,unknown
372,113,2,other
373,-1,0,unknown
374,-1,0,unknown
375,-1,0,unknown
376,-1,0,unknown
377,55,5,success
378,182,6,failure
379,-1,0,unknown
380,200,2,success
381,-1,0,unknown
382,-1,0,unknown
383,-1,0,unknown
384,154,2,failure
385,-1,0,unknown
386,-1,0,unknown
387,-1,0,unknown
388,147,5,failure
389,-1,0,unknown
390,-1,0,unknown
391,-1,0,unknown
392,-1,0,unknown
393,-1,0,unknown
394,-1,0,unknown
395,-1,0,unknown
396,-1,0,unknown
397,-1,0,unknown
398,-1,0,unknown
399,-1,0,unknown
400,-1,0,unknown
401,-1,0,unknown
402,99,1,failure
403,-1,0,unknown
404,-1,0,unknown
405,-1,0,unknown
406,331,1,failure
407,-1,0,unknown
408,-1,0,unknown
409,-1,0,unknown
410,-1,0,unknown
411,324,7,other
412,-1,0,unknown
413,2,2,other
414,-1,0,unknown
415,-1,0,unknown
416,-1,0,unknown
417,-1,0,unknown
418,117,1,failure
419,-1,0,unknown
420,-1,0,unknown
421,-1,0,unknown
422,94,1,other
423,-1,0,unknown
424,-1,0,unknown
425,252,1,failure
426,387,2,success
427,355,4,failure
428,-1,0,unknown
429,-1,0,unknown
430,-1,0,unknown
431,-1,0,unknown
432,274,2,failure
433,-1,0,unknown
434,-1,0,unknown
435,-1,0,unknown
436,-1,0,unknown
437,-1,0,unknown
438,-1,0,unknown
439,-1,0,unknown
440,-1,0,unknown
441,95,2,success
442,-1,0,unknown
443,-1,0,unknown
444,-1,0,unknown
445,-1,0,unknown
446,-1,0,unknown
447,-1,0,unknown
448,-1,0,unknown
449,-1,0,unknown
450,-1,0,unknown
451,-1,0,unknown
452,-1,0,unknown
453,-1,0,unknown
454,-1,0,unknown
455,-1,0,unknown
456,-1,0,unknown
457,-1,0,unknown
458,-1,0,unknown
459,-1,0,unknown
460,-1,0,unknown
461,-1,0,unknown
462,-1,0,unknown
463,146,1,failure
464,-1,0,unknown
465,-1,0,unknown
466,-1,0,unknown
467,-1,0,unknown
468,96,5,failure
469,-1,0,unknown
470,183,2,failure
471,-1,0,unknown
472,-1,0,unknown
473,-1,0,unknown
474,309,3,other
475,-1,0,unknown
476,-1,0,unknown
477,-1,0,unknown
478,-1,0,unknown
479,-1,0,unknown
480,-1,0,unknown
481,-1,0,unknown
482,-1,0,unknown
483,-1,0,unknown
484,177,1,failure
485,95,2,failure
486,-1,0,unknown
487,164,2,other
488,-1,0,unknown
489,-1,0,unknown
490,-1,0,unknown
491,337,6,failure
492,-1,0,unknown
493,-1,0,unknown
494,-1,0,unknown
495,-1,0,unknown
496,96,6,other
497,-1,0,unknown
498,-1,0,unknown
499,342,1,failure
500,-1,0,unknown
501,-1,0,unknown
502,-1,0,unknown
503,252,1,failure
504,-1,0,unknown
505,-1,0,unknown
506,92,1,failure
507,-1,0,unknown
508,-1,0,unknown
509,-1,0,unknown
510,-1,0,unknown
511,336,7,other
512,-1,0,unknown
513,-1,0,unknown
514,-1,0,unknown
515,-1,0,unknown
516,-1,0,unknown
517,-1,0,unknown
518,-1,0,unknown
519,-1,0,unknown
520,-1,0,unknown
521,-1,0,unknown
522,-1,0,unknown
523,-1,0,unknown
524,-1,0,unknown
525,238,3,success
526,-1,0,unknown
527,-1,0,unknown
528,-1,0,unknown
529,-1,0,unknown
530,-1,0,unknown
531,366,1,other
532,361,2,failure
533,-1,0,unknown
534,-1,0,unknown
535,-1,0,unknown
536,349,2,failure
537,-1,0,unknown
538,-1,0,unknown
539,95,16,failure
540,-1,0,unknown
541,-1,0,unknown
542,-1,0,unknown
543,-1,0,unknown
544,-1,0,unknown
545,-1,0,unknown
546,-1,0,unknown
547,-1,0,unknown
548,175,1,failure
549,-1,0,unknown
550,-1,0,unknown
551,-1,0,unknown
552,-1,0,unknown
553,190,1,success
554,-1,0,unknown
555,-1,0,unknown
556,-1,0,unknown
557,-1,0,unknown
558,-1,0,unknown
559,-1,0,unknown
560,132,1,failure
561,-1,0,unknown
562,-1,0,unknown
563,-1,0,unknown
564,-1,0,unknown
565,-1,0,unknown
566,-1,0,unknown
567,-1,0,unknown
568,-1,0,unknown
569,-1,0,unknown
570,126,6,failure
571,-1,0,unknown
572,-1,0,unknown
573,-1,0,unknown
574,-1,0,unknown
575,-1,0,unknown
576,-1,0,unknown
577,254,1,failure
578,175,1,failure
579,82,4,other
580,-1,0,unknown
581,-1,0,unknown
582,-1,0,unknown
583,-1,0,unknown
584,-1,0,unknown
585,-1,0,unknown
586,-1,0,unknown
587,-1,0,unknown
588,-1,0,unknown
589,-1,0,unknown
590,-1,0,unknown
591,91,4,failure
592,-1,0,unknown
593,-1,0,unknown
594,-1,0,unknown
595,-1,0,unknown
596,-1,0,unknown
597,-1,0,unknown
598,-1,0,unknown
599,-1,0,unknown
600,-1,0,unknown
601,-1,0,unknown
602,-1,0,unknown
603,779,12,failure
604,-1,0,unknown
605,-1,0,unknown
606,-1,0,unknown
607,-1,0,unknown
608,-1,0,unknown
609,-1,0,unknown
610,-1,0,unknown
611,-1,0,unknown
612,-1,0,unknown
613,-1,0,unknown
614,-1,0,unknown
615,351,1,failure
616,-1,0,unknown
617,175,1,failure
618,-1,0,unknown
619,349,1,other
620,-1,0,unknown
621,-1,0,unknown
622,-1,0,unknown
623,-1,0,unknown
624,-1,0,unknown
625,-1,0,unknown
626,280,1,other
627,136,1,failure
628,-1,0,unknown
629,-1,0,unknown
630,-1,0,unknown
631,364,5,success
632,-1,0,unknown
633,-1,0,unknown
634,-1,0,unknown
635,290,3,other
636,-1,0,unknown
637,-1,0,unknown
638,-1,0,unknown
639,-1,0,unknown
640,-1,0,unknown
641,-1,0,unknown
642,220,2,success
643,-1,0,unknown
644,-1,0,unknown
645,-1,0,unknown
646,-1,0,unknown
647,334,1,failure
648,-1,0,unknown
649,-1,0,unknown
650,-1,0,unknown
651,-1,0,unknown
652,330,2,other
653,-1,0,unknown
654,357,1,failure
655,-1,0,unknown
656,-1,0,unknown
657,-1,0,unknown
658,-1,0,unknown
659,-1,0,unknown
660,-1,0,unknown
661,324,2,failure
662,-1,0,unknown
663,-1,0,unknown
664,-1,0,unknown
665,-1,0,unknown
666,367,7,failure
667,-1,0,unknown
668,-1,0,unknown
669,-1,0,unknown
670,-1,0,unknown
671,-1,0,unknown
672,-1,0,unknown
673,-1,0,unknown
674,-1,0,unknown
675,-1,0,unknown
676,-1,0,unknown
677,-1,0,unknown
678,-1,0,unknown
679,-1,0,unknown
680,-1,0,unknown
681,-1,0,unknown
682,-1,0,unknown
683,-1,0,unknown
684,337,1,failure
685,91,3,success
686,-1,0,unknown
687,-1,0,unknown
688,-1,0,unknown
689,-1,0,unknown
690,-1,0,unknown
691,-1,0,unknown
692,-1,0,unknown
693,-1,0,unknown
694,-1,0,unknown
695,-1,0,unknown
696,-1,0,unknown
697,-1,0,unknown
698,-1,0,unknown
699,99,2,other
700,-1,0,unknown
701,-1,0,unknown
702,-1,0,unknown
703,-1,0,unknown
704,-1,0,unknown
705,-1,0,unknown
706,-1,0,unknown
707,-1,0,unknown
708,-1,0,unknown
709,226,7,failure
710,361,1,other
711,94,2,success
712,-1,0,unknown
713,-1,0,unknown
714,-1,0,unknown
715,-1,0,unknown
716,-1,0,unknown
717,-1,0,unknown
718,-1,0,unknown
719,-1,0,unknown
720,-1,0,unknown
721,-1,0,unknown
722,-1,0,unknown
723,-1,0,unknown
724,366,3,failure
725,-1,0,unknown
726,-1,0,unknown
727,-1,0,unknown
728,-1,0,unknown
729,-1,0,unknown
730,-1,0,unknown
731,-1,0,unknown
732,-1,0,unknown
733,-1,0,unknown
734,-1,0,unknown
735,-1,0,unknown
736,-1,0,unknown
737,-1,0,unknown
738,128,8,success
739,-1,0,unknown
740,-1,0,unknown
741,-1,0,unknown
742,343,2,failure
743,-1,0,unknown
744,-1,0,unknown
745,117,3,failure
746,366,2,failure
747,-1,0,unknown
748,-1,0,unknown
749,-1,0,unknown
750,285,2,failure
751,-1,0,unknown
752,-1,0,unknown
753,-1,0,unknown
754,-1,0,unknown
755,74,2,failure
756,-1,0,unknown
757,-1,0,unknown
758,-1,0,unknown
759,90,6,success
760,-1,0,unknown
761,-1,0,unknown
762,140,2,failure
763,-1,0,unknown
764,-1,0,unknown
765,-1,0,unknown
766,-1,0,unknown
767,336,6,failure
768,-1,0,unknown
769,195,2,failure
770,-1,0,unknown
771,-1,0,unknown
772,368,1,failure
773,-1,0,unknown
774,165,1,failure
775,-1,0,unknown
776,202,3,failure
777,-1,0,unknown
778,347,1,failure
779,117,2,failure
780,-1,0,unknown
781,-1,0,unknown
782,-1,0,unknown
783,306,1,failure
784,-1,0,unknown
785,164,2,failure
786,305,1,failure
787,-1,0,unknown
788,-1,0,unknown
789,363,11,other
790,-1,0,unknown
791,-1,0,unknown
792,-1,0,unknown
793,-1,0,unknown
794,-1,0,unknown
795,-1,0,unknown
796,-1,0,unknown
797,292,10,failure
798,-1,0,unknown
799,-1,0,unknown
800,-1,0,unknown
801,-1,0,unknown
802,-1,0,unknown
803,-1,0,unknown
804,-1,0,unknown
805,-1,0,unknown
806,350,3,failure
807,90,5,success
808,-1,0,unknown
809,-1,0,unknown
810,-1,0,unknown
811,348,1,failure
812,-1,0,unknown
813,-1,0,unknown
814,-1,0,unknown
815,-1,0,unknown
816,-1,0,unknown
817,-1,0,unknown
818,-1,0,unknown
819,-1,0,unknown
820,-1,0,unknown
821,259,1,failure
822,-1,0,unknown
823,-1,0,unknown
824,179,5,failure
825,266,2,failure
826,98,5,success
827,477,1,failure
828,-1,0,unknown
829,371,2,other
830,-1,0,unknown
831,-1,0,unknown
832,196,5,failure
833,324,1,other
834,-1,0,unknown
835,-1,0,unknown
836,-1,0,unknown
837,-1,0,unknown
838,-1,0,unknown
839,-1,0,unknown
840,-1,0,unknown
841,231,2,failure
842,252,3,other
843,-1,0,unknown
844,-1,0,unknown
845,-1,0,unknown
846,-1,0,unknown
847,-1,0,unknown
848,-1,0,unknown
849,-1,0,unknown
850,-1,0,unknown
851,-1,0,unknown
852,-1,0,unknown
853,-1,0,unknown
854,-1,0,unknown
855,-1,0,unknown
856,-1,0,unknown
857,-1,0,unknown
858,-1,0,unknown
859,-1,0,unknown
860,-1,0,unknown
861,88,5,failure
862,-1,0,unknown
863,-1,0,unknown
864,-1,0,unknown
865,-1,0,unknown
866,-1,0,unknown
867,-1,0,unknown
868,94,1,failure
869,-1,0,unknown
870,-1,0,unknown
871,317,2,failure
872,110,2,failure
873,-1,0,unknown
874,-1,0,unknown
875,-1,0,unknown
876,-1,0,unknown
877,-1,0,unknown
878,-1,0,unknown
879,-1,0,unknown
880,-1,0,unknown
881,-1,0,unknown
882,44,4,failure
883,-1,0,unknown
884,-1,0,unknown
885,-1,0,unknown
886,-1,0,unknown
887,-1,0,unknown
888,-1,0,unknown
889,-1,0,unknown
890,-1,0,unknown
891,-1,0,unknown
892,-1,0,unknown
893,-1,0,unknown
894,182,3,success
895,-1,0,unknown
896,-1,0,unknown
897,267,2,failure
898,-1,0,unknown
899,181,5,failure
900,-1,0,unknown
901,-1,0,unknown
902,-1,0,unknown
903,81,6,failure
904,-1,0,unknown
905,-1,0,unknown
906,-1,0,unknown
907,-1,0,unknown
908,-1,0,unknown
909,-1,0,unknown
910,-1,0,unknown
911,-1,0,unknown
912,-1,0,unknown
913,-1,0,unknown
914,-1,0,unknown
915,83,2,failure
916,-1,0,unknown
917,-1,0,unknown
918,-1,0,unknown
919,-1,0,unknown
920,95,2,other
921,-1,0,unknown
922,174,1,failure
923,-1,0,unknown
924,-1,0,unknown
925,-1,0,unknown
926,-1,0,unknown
927,-1,0,unknown
928,-1,0,unknown
929,518,1,failure
930,-1,0,unknown
931,-1,0,unknown
932,-1,0,unknown
933,-1,0,unknown
934,-1,0,unknown
935,-1,0,unknown
936,-1,0,unknown
937,181,2,other
938,127,5,failure
939,-1,0,unknown
940,-1,0,unknown
941,-1,0,unknown
942,92,1,success
943,-1,0,unknown
944,117,7,failure
945,-1,0,unknown
946,-1,0,unknown
947,343,3,other
948,-1,0,unknown
949,-1,0,unknown
950,-1,0,unknown
951,-1,0,unknown
952,323,3,failure
953,276,1,other
954,-1,0,unknown
955,-1,0,unknown
956,-1,0,unknown
957,-1,0,unknown
958,-1,0,unknown
959,-1,0,unknown
960,-1,0,unknown
961,-1,0,unknown
962,-1,0,unknown
963,-1,0,unknown
964,-1,0,unknown
965,-1,0,unknown
966,-1,0,unknown
967,236,4,other
968,80,6,other
969,-1,0,unknown
970,370,1,failure
971,-1,0,unknown
972,-1,0,unknown
973,-1,0,unknown
974,-1,0,unknown
975,-1,0,unknown
976,-1,0,unknown
977,-1,0,unknown
978,-1,0,unknown
979,-1,0,unknown
980,-1,0,unknown
981,-1,0,unknown
982,-1,0,unknown
983,-1,0,unknown
984,-1,0,unknown
985,282,4,failure
986,-1,0,unknown
987,-1,0,unknown
988,-1,0,unknown
989,-1,0,unknown
990,-1,0,unknown
991,-1,0,unknown
992,-1,0,unknown
993,-1,0,unknown
994,-1,0,unknown
995,223,27,failure
996,-1,0,unknown
997,-1,0,unknown
998,293,5,failure
999,-1,0,unknown
1000,-1,0,unknown
1001,-1,0,unknown
1002,-1,0,unknown
1003,-1,0,unknown
1004,-1,0,unknown
1005,-1,0,unknown
1006,-1,0,unknown
1007,-1,0,unknown
1008,-1,0,unknown
1009,-1,0,unknown
1010,-1,0,unknown
1011,-1,0,unknown
1012,-1,0,unknown
1013,-1,0,unknown
1014,-1,0,unknown
1015,188,8,success
1016,-1,0,unknown
1017,-1,0,unknown
1018,-1,0,unknown
1019,-1,0,unknown
1020,-1,0,unknown
1021,-1,0,unknown
1022,-1,0,unknown
1023,-1,0,unknown
1024,337,1,other
1025,181,4,success
1026,-1,0,unknown
1027,196,1,failure
1028,-1,0,unknown
1029,98,3,success
1030,-1,0,unknown
1031,-1,0,unknown
1032,-1,0,unknown
1033,-1,0,unknown
1034,-1,0,unknown
1035,-1,0,unknown
1036,-1,0,unknown
1037,-1,0,unknown
1038,-1,0,unknown
1039,-1,0,unknown
1040,-1,0,unknown
1041,-1,0,unknown
1042,103,2,other
1043,92,4,success
1044,-1,0,unknown
1045,-1,0,unknown
1046,-1,0,unknown
1047,-1,0,unknown
1048,-1,0,unknown
1049,288,12,failure
1050,-1,0,unknown
1051,-1,0,unknown
1052,-1,0,unknown
1053,323,2,failure
1054,-1,0,unknown
1055,-1,0,unknown
1056,-1,0,unknown
1057,-1,0,unknown
1058,-1,0,unknown
1059,-1,0,unknown
1060,-1,0,unknown
1061,-1,0,unknown
1062,-1,0,unknown
1063,-1,0,unknown
1064,-1,0,unknown
1065,172,3,failure
1066,-1,0,unknown
1067,344,2,failure
1068,-1,0,unknown
1069,-1,0,unknown
1070,186,7,failure
1071,-1,0,unknown
1072,-1,0,unknown
1073,-1,0,unknown
1074,-1,0,unknown
1075,-1,0,unknown
1076,-1,0,unknown
1077,-1,0,unknown
1078,-1,0,unknown
1079,-1,0,unknown
1080,-1,0,unknown
1081,-1,0,unknown
1082,-1,0,unknown
1083,-1,0,unknown
1084,-1,0,unknown
1085,-1,0,unknown
1086,-1,0,unknown
1087,-1,0,unknown
1088,-1,0,unknown
1089,-1,0,unknown
1090,-1,0,unknown
1091,-1,0,unknown
1092,-1,0,unknown
1093,-1,0,unknown
1094,-1,0,unknown
1095,-1,0,unknown
1096,-1,0,unknown
1097,361,3,other
1098,-1,0,unknown
1099,-1,0,unknown
1100,184,1,success
1101,-1,0,unknown
1102,-1,0,unknown
1103,-1,0,unknown
1104,-1,0,unknown
1105,86,1,success
1106,-1,0,unknown
1107,-1,0,unknown
1108,-1,0,unknown
1109,-1,0,unknown
1110,186,3,failure
1111,188,6,other
1112,-1,0,unknown
1113,386,3,success
1114,-1,0,unknown
1115,-1,0,unknown
1116,-1,0,unknown
1117,-1,0,unknown
1118,286,1,other
1119,-1,0,unknown
1120,359,1,failure
1121,-1,0,unknown
1122,168,1,success
1123,-1,0,unknown
1124,171,3,success
1125,-1,0,unknown
1126,-1,0,unknown
1127,-1,0,unknown
1128,-1,0,unknown
1129,-1,0,unknown
1130,362,1,other
1131,-1,0,unknown
1132,-1,0,unknown
1133,-1,0,unknown
1134,-1,0,unknown
1135,-1,0,unknown
1136,259,9,failure
1137,-1,0,unknown
1138,-1,0,unknown
1139,-1,0,unknown
1140,-1,0,unknown
1141,-1,0,unknown
1142,-1,0,unknown
1143,-1,0,unknown
1144,-1,0,unknown
1145,-1,0,unknown
1146,164,2,failure
1147,-1,0,unknown
1148,184,2,other
1149,-1,0,unknown
1150,-1,0,unknown
1151,123,2,failure
1152,-1,0,unknown
1153,-1,0,unknown
1154,-1,0,unknown
1155,-1,0,unknown
1156,-1,0,unknown
1157,-1,0,unknown
1158,326,1,other
1159,-1,0,unknown
1160,-1,0,unknown
1161,-1,0,unknown
1162,-1,0,unknown
1163,91,3,success
1164,-1,0,unknown
1165,156,1,other
1166,-1,0,unknown
1167,-1,0,unknown
1168,-1,0,unknown
1169,-1,0,unknown
1170,-1,0,unknown
1171,67,2,failure
1172,-1,0,unknown
1173,-1,0,unknown
1174,105,3,success
1175,-1,0,unknown
1176,-1,0,unknown
1177,-1,0,unknown
1178,370,1,failure
1179,-1,0,unknown
1180,-1,0,unknown
1181,-1,0,unknown
1182,-1,0,unknown
1183,-1,0,unknown
1184,-1,0,unknown
1185,-1,0,unknown
1186,105,4,failure
1187,-1,0,unknown
1188,189,1,failure
1189,-1,0,unknown
1190,-1,0,unknown
1191,-1,0,unknown
1192,184,3,success
1193,370,4,other
1194,-1,0,unknown
1195,-1,0,unknown
1196,-1,0,unknown
1197,-1,0,unknown
1198,-1,0,unknown
1199,-1,0,unknown
1200,94,3,success
1201,-1,0,unknown
1202,-1,0,unknown
1203,-1,0,unknown
1204,-1,0,unknown
1205,181,2,other
1206,-1,0,unknown
1207,-1,0,unknown
1208,-1,0,unknown
1209,-1,0,unknown
1210,-1,0,unknown
1211,-1,0,unknown
1212,-1,0,unknown
1213,-1,0,unknown
1214,-1,0,unknown
1215,100,3,success
1216,-1,0,unknown
1217,104,3,success
1218,-1,0,unknown
1219,-1,0,unknown
1220,-1,0,unknown
1221,91,2,failure
1222,-1,0,unknown
1223,-1,0,unknown
1224,205,2,success
1225,-1,0,unknown
1226,-1,0,unknown
1227,-1,0,unknown
1228,-1,0,unknown
1229,-1,0,unknown
1230,-1,0,unknown
1231,-1,0,unknown
1232,-1,0,unknown
1233,-1,0,unknown
1234,-1,0,unknown
1235,351,2,failure
1236,202,1,failure
1237,-1,0,unknown
1238,-1,0,unknown
1239,-1,0,unknown
1240,-1,0,unknown
1241,-1,0,unknown
1242,-1,0,unknown
1243,-1,0,unknown
1244,-1,0,unknown
1245,-1,0,unknown
1246,127,4,failure
1247,435,1,failure
1248,-1,0,unknown
1249,-1,0,unknown
1250,-1,0,unknown
1251,-1,0,unknown
1252,-1,0,unknown
1253,-1,0,unknown
1254,-1,0,unknown
1255,-1,0,unknown
1256,133,3,failure
1257,293,7,failure
1258,186,13,success
1259,-1,0,unknown
1260,-1,0,unknown
1261,-1,0,unknown
1262,-1,0,unknown
1263,-1,0,unknown
1264,-1,0,unknown
1265,-1,0,unknown
1266,-1,0,unknown
1267,98,1,success
1268,-1,0,unknown
1269,350,1,success
1270,-1,0,unknown
1271,-1,0,unknown
1272,176,1,other
1273,352,2,failure
1274,-1,0,unknown
1275,203,5,failure
1276,-1,0,unknown
1277,-1,0,unknown
1278,-1,0,unknown
1279,-1,0,unknown
1280,-1,0,unknown
1281,-1,0,unknown
1282,-1,0,unknown
1283,-1,0,unknown
1284,-1,0,unknown
1285,-1,0,unknown
1286,-1,0,unknown
1287,90,1,success
1288,335,3,failure
1289,-1,0,unknown
1290,-1,0,unknown
1291,-1,0,unknown
1292,172,2,failure
1293,-1,0,unknown
1294,-1,0,unknown
1295,370,1,failure
1296,-1,0,unknown
1297,-1,0,unknown
