contact_id,contact,day,month,year,duration,campaign
204,unknown,14,may,2010,22,3
205,unknown,29,may,2010,102,4
206,unknown,5,jun,2010,127,2
207,cellular,25,nov,2008,285,2
208,cellular,20,apr,2009,96,2
209,cellular,16,jul,2009,93,3
210,cellular,3,aug,2008,172,3
211,cellular,17,may,2010,492,1
212,cellular,30,jan,2010,419,1
213,unknown,3,jun,2010,104,7
214,unknown,16,may,2010,123,3
215,cellular,9,sep,2009,268,1
216,unknown,29,may,2009,233,1
217,cellular,20,nov,2009,167,4
218,cellular,30,jul,2010,273,1
219,cellular,14,may,2009,201,1
220,unknown,5,may,2010,310,4
221,unknown,14,may,2009,303,4
222,cellular,3,jul,2008,603,1
223,cellular,15,may,2010,67,1
224,cellular,12,aug,2009,267,1
225,cellular,9,jul,2010,125,1
226,unknown,23,may,2010,530,1
227,cellular,28,jan,2009,364,1
228,cellular,29,jan,2010,165,1
229,cellular,23,jul,2010,544,11
230,cellular,6,may,2010,544,4
231,unknown,6,may,2009,183,5
232,unknown,9,jun,2010,123,2
233,unknown,7,may,2009,1062,1
234,unknown,20,jun,2010,66,6
235,unknown,17,jun,2009,180,1
236,cellular,24,jul,2010,576,2
237,cellular,3,feb,2009,508,1
238,unknown,21,may,2010,1307,1
239,unknown,11,jun,2009,261,1
240,cellular,4,feb,2009,628,2
241,cellular,20,nov,2009,113,1
242,cellular,27,aug,2009,28,14
243,unknown,6,may,2010,251,3
244,unknown,15,may,2010,187,6
245,unknown,19,may,2009,256,1
246,unknown,9,may,2010,147,1
247,unknown,20,may,2009,265,1
248,cellular,21,nov,2010,519,1
249,unknown,6,jun,2010,800,1
250,cellular,12,may,2009,135,2
251,cellular,30,jul,2009,71,5
252,cellular,9,jul,2010,112,1
253,telephone,10,jul,2008,144,2
254,cellular,11,may,2009,247,2
255,cellular,30,apr,2009,268,1
256,cellular,6,aug,2008,167,2
257,telephone,27,sep,2009,157,5
258,unknown,8,may,2009,147,1
259,cellular,7,aug,2010,131,2
260,cellular,2,feb,2009,62,1
261,unknown,15,may,2009,101,3
262,unknown,23,may,2009,116,2
263,cellular,30,jan,2010,153,1
264,cellular,21,aug,2009,216,3
265,telephone,15,may,2008,462,4
266,cellular,30,jan,2009,554,2
267,cellular,22,jul,2009,82,3
268,cellular,4,feb,2008,113,1
269,cellular,4,may,2009,237,5
270,cellular,8,may,2009,301,2
271,cellular,27,aug,2009,44,3
272,cellular,30,nov,2008,210,3
273,telephone,21,apr,2009,403,1
274,telephone,15,may,2009,71,5
275,cellular,17,apr,2009,287,1
276,unknown,21,may,2009,140,2
277,unknown,2,jun,2009,205,3
278,cellular,17,nov,2008,158,1
279,cellular,29,jul,2009,367,1
280,unknown,11,jun,2009,109,1
281,cellular,30,jan,2009,150,1
282,cellular,19,jun,2009,474,3
283,cellular,15,may,2008,432,1
284,cellular,5,aug,2009,480,3
285,cellular,18,nov,2010,474,2
286,cellular,23,jul,2009,1309,4
287,cellular,6,aug,2009,119,6
288,unknown,29,may,2010,14,1
289,unknown,8,may,2010,237,1
290,cellular,11,aug,2009,210,2
291,unknown,12,aug,2010,18,1
292,cellular,10,feb,2010,188,7
293,cellular,12,aug,2009,171,2
294,unknown,19,jun,2009,149,1
295,cellular,17,nov,2009,62,2
296,cellular,30,jul,2009,166,2
297,cellular,12,may,2009,17,7
298,cellular,22,apr,2009,247,2
299,cellular,11,jul,2010,170,1
300,unknown,27,may,2010,272,2
301,cellular,14,may,2009,99,2
302,cellular,14,jul,2009,347,4
303,cellular,27,feb,2009,32,4
304,cellular,22,jun,2009,524,1
305,cellular,4,aug,2009,120,2
306,cellular,9,feb,2009,17,3
307,cellular,19,aug,2009,696,2
308,unknown,29,may,2009,221,2
309,unknown,30,may,2009,203,2
310,unknown,6,may,2009,283,2
311,cellular,17,apr,2009,516,1
312,cellular,8,jul,2010,121,1
313,cellular,11,may,2010,1001,4
314,unknown,6,may,2009,190,1
315,telephone,29,aug,2009,162,2
316,cellular,21,nov,2009,171,2
317,cellular,25,jul,2009,194,2
318,cellular,23,jul,2009,95,1
319,unknown,12,may,2009,51,9
320,cellular,28,jul,2010,29,13
321,cellular,28,jan,2010,169,3
322,cellular,20,apr,2009,428,1
323,cellular,30,jan,2009,16,1
324,unknown,6,jun,2008,39,4
325,cellular,31,jul,2009,5,2
326,unknown,19,jun,2009,73,1
327,unknown,9,jun,2010,135,2
328,cellular,7,jul,2009,83,1
329,cellular,18,jul,2009,800,6
330,cellular,5,aug,2010,1134,1
331,telephone,8,jul,2009,49,7
332,cellular,26,aug,2009,298,10
333,unknown,12,jun,2010,112,2
334,cellular,17,jul,2010,80,1
335,cellular,12,aug,2009,312,6
336,cellular,28,jan,2010,144,1
337,cellular,9,sep,2009,511,1
338,unknown,14,may,2008,253,1
339,cellular,4,may,2010,15,4
340,cellular,14,may,2009,260,1
341,cellular,10,mar,2010,261,1
342,cellular,19,nov,2009,87,2
343,telephone,29,aug,2009,104,2
344,cellular,20,aug,2010,625,6
345,cellular,10,jul,2010,183,1
346,telephone,11,may,2010,10,8
347,cellular,17,apr,2009,332,1
348,cellular,5,feb,2010,221,1
349,cellular,7,aug,2008,448,3
350,cellular,9,jul,2010,1486,1
351,cellular,14,may,2009,256,1
352,cellular,14,jul,2008,329,5
353,cellular,9,jul,2008,247,3
354,unknown,26,may,2009,293,1
355,cellular,4,feb,2009,210,2
356,cellular,10,feb,2009,97,1
357,cellular,17,apr,2009,199,2
358,cellular,8,may,2010,8,8
359,cellular,15,jul,2009,138,4
360,cellular,22,jun,2009,69,4
361,cellular,25,jul,2010,289,1
362,cellular,26,aug,2009,69,4
363,cellular,2,jun,2010,211,1
364,cellular,11,aug,2009,111,2
365,cellular,28,jan,2009,255,2
366,unknown,2,jun,2010,245,1
367,cellular,29,aug,2009,153,2
368,unknown,20,jun,2010,73,4
369,unknown,21,may,2010,1106,1
370,cellular,21,oct,2010,825,1
371,cellular,18,may,2009,32,8
372,cellular,19,aug,2009,130,2
373,unknown,9,jun,2010,117,2
374,cellular,28,jan,2009,289,1
375,cellular,12,may,2009,104,5
376,cellular,29,jan,2009,243,1
377,cellular,2,aug,2010,1013,3
378,cellular,26,aug,2009,224,6
379,unknown,21,may,2010,113,2
380,cellular,5,feb,2010,161,2
381,unknown,20,jun,2009,42,5
382,cellular,20,jul,2009,178,2
383,cellular,21,jul,2009,222,1
384,cellular,25,jul,2009,311,6
385,cellular,5,feb,2010,642,1
386,cellular,12,may,2009,451,4
387,cellular,7,jul,2009,36,33
388,cellular,4,feb,2010,139,5
389,unknown,5,jun,2008,19,3
390,unknown,12,jun,2008,123,1
391,unknown,29,may,2009,1236,2
392,cellular,21,aug,2010,126,1
393,unknown,6,may,2009,276,1
394,unknown,8,may,2009,357,1
395,cellular,18,aug,2010,128,2
396,unknown,12,may,2010,181,4
397,cellular,7,aug,2009,137,2
398,telephone,24,mar,2009,58,2
399,cellular,21,nov,2010,174,1
400,unknown,16,may,2009,529,4
401,unknown,17,jun,2009,344,2
402,cellular,27,oct,2009,96,1
403,telephone,10,jul,2009,123,1
404,cellular,23,apr,2010,115,16
405,cellular,7,jul,2010,136,1
406,cellular,9,feb,2009,98,1
407,cellular,8,may,2010,322,1
408,unknown,18,jun,2009,65,1
409,cellular,25,nov,2009,487,1
410,unknown,6,jun,2010,29,1
411,telephone,22,jul,2009,514,11
412,cellular,8,aug,2009,160,6
413,unknown,6,may,2009,241,3
414,unknown,30,may,2010,139,3
415,cellular,6,feb,2010,183,4
416,cellular,7,may,2008,161,1
417,cellular,21,aug,2009,314,3
418,cellular,28,may,2008,188,3
419,cellular,4,sep,2009,123,3
420,telephone,23,jul,2010,36,15
421,cellular,21,jul,2009,189,3
422,cellular,5,feb,2008,29,7
423,unknown,8,may,2010,477,2
424,cellular,14,may,2009,254,11
425,cellular,27,aug,2009,154,4
426,telephone,3,nov,2009,383,1
427,cellular,16,feb,2010,57,1
428,cellular,17,apr,2009,181,1
429,cellular,21,aug,2009,384,5
430,cellular,18,nov,2010,346,1
431,cellular,7,jul,2009,89,4
432,cellular,2,sep,2010,382,1
433,cellular,18,nov,2009,51,2
434,unknown,23,may,2009,98,1
435,cellular,11,aug,2010,367,4
436,cellular,20,nov,2010,196,2
437,cellular,30,jul,2009,802,4
438,cellular,6,apr,2009,272,1
439,cellular,26,may,2010,299,2
440,cellular,28,jul,2009,310,5
441,unknown,6,jun,2009,31,1
442,cellular,8,apr,2010,105,4
443,cellular,7,aug,2010,256,3
444,cellular,13,feb,2009,439,5
445,unknown,6,may,2009,424,1
446,cellular,13,aug,2010,89,2
447,cellular,28,aug,2009,116,4
448,cellular,6,feb,2010,135,7
449,cellular,10,jul,2010,584,1
450,cellular,11,aug,2010,217,2
451,cellular,4,jun,2010,224,1
452,unknown,27,may,2010,59,4
453,cellular,6,feb,2009,210,16
454,cellular,22,jul,2009,186,2
455,unknown,4,jun,2008,235,1
456,telephone,11,may,2010,42,1
457,cellular,7,sep,2009,120,3
458,cellular,17,apr,2008,834,1
459,cellular,16,apr,2009,479,1
460,cellular,15,jul,2009,76,3
461,cellular,28,jan,2010,120,2
462,cellular,30,jul,2010,155,3
463,cellular,20,nov,2009,298,2
464,cellular,21,nov,2010,8,5
465,cellular,12,aug,2010,122,2
466,cellular,8,may,2008,238,6
467,cellular,21,nov,2009,170,2
468,cellular,11,aug,2010,179,4
469,cellular,11,may,2009,289,5
470,unknown,20,may,2009,341,1
471,cellular,14,aug,2008,86,3
472,unknown,7,may,2010,485,1
473,unknown,9,jun,2009,82,2
474,unknown,2,jul,2009,108,3
475,unknown,7,may,2009,124,1
476,cellular,31,jul,2009,138,3
477,unknown,26,may,2010,289,1
478,unknown,9,jun,2009,330,3
479,unknown,20,jun,2009,13,3
480,cellular,17,jul,2009,109,4
481,cellular,2,feb,2010,99,3
482,cellular,17,apr,2010,175,1
483,cellular,8,may,2010,88,1
484,cellular,25,aug,2009,128,5
485,cellular,5,aug,2009,263,2
486,cellular,19,nov,2009,69,1
487,cellular,28,aug,2009,139,4
488,unknown,15,may,2009,850,6
489,cellular,26,aug,2009,197,3
490,unknown,28,may,2009,136,1
491,cellular,15,jun,2010,88,2
492,cellular,15,feb,2009,379,1
493,cellular,30,jul,2009,61,3
494,cellular,13,may,2009,589,1
495,unknown,5,jun,2009,428,1
496,unknown,5,jun,2008,827,1
497,cellular,18,jul,2009,420,1
498,cellular,6,aug,2008,588,3
499,cellular,7,may,2009,132,2
500,cellular,7,may,2010,957,2
501,telephone,27,may,2009,108,1
502,cellular,13,may,2009,149,1
503,cellular,12,may,2008,23,6
504,cellular,15,may,2008,432,1
505,cellular,27,aug,2009,152,9
506,unknown,16,may,2009,730,2
507,cellular,3,apr,2009,582,2
508,unknown,12,jun,2010,71,12
509,unknown,13,may,2009,851,4
510,unknown,29,may,2010,52,8
511,cellular,23,jul,2009,1327,2
512,cellular,21,jul,2009,71,15
513,cellular,6,may,2009,503,2
514,unknown,4,jun,2010,298,2
515,unknown,26,jun,2010,138,2
516,cellular,18,nov,2009,150,2
517,cellular,18,jul,2010,595,2
518,cellular,3,feb,2009,14,6
519,unknown,5,jun,2008,139,3
520,unknown,11,jun,2010,136,1
521,cellular,24,jul,2009,1259,1
522,cellular,28,jul,2009,339,8
523,unknown,23,may,2010,38,1
524,cellular,7,jul,2009,254,1
525,cellular,28,jan,2009,389,1
526,cellular,28,jul,2009,322,11
527,cellular,23,jul,2009,213,1
528,cellular,30,jan,2009,144,1
529,telephone,5,feb,2010,191,5
530,cellular,18,nov,2009,79,2
531,telephone,27,mar,2010,199,1
532,cellular,22,aug,2008,122,5
533,cellular,25,aug,2010,167,4
534,cellular,2,feb,2009,133,3
535,cellular,22,may,2008,680,1
536,telephone,5,feb,2009,41,7
537,unknown,27,may,2010,272,3
538,cellular,22,aug,2009,98,7
539,cellular,2,jun,2009,282,2
540,cellular,27,may,2010,173,3
541,cellular,11,may,2010,129,1
542,unknown,5,may,2010,194,1
543,cellular,20,nov,2009,147,2
544,cellular,8,aug,2009,124,4
545,cellular,17,nov,2009,657,1
546,cellular,15,jul,2009,226,3
547,cellular,19,nov,2010,584,2
548,cellular,24,jul,2009,142,1
549,cellular,7,jul,2009,134,2
550,unknown,21,may,2009,244,1
551,cellular,27,aug,2008,293,9
552,unknown,7,may,2009,206,2
553,cellular,20,apr,2009,354,1
554,cellular,12,aug,2010,361,1
555,cellular,2,apr,2008,450,2
556,cellular,12,apr,2009,284,1
557,unknown,26,may,2009,483,1
558,unknown,28,may,2009,260,2
559,cellular,3,feb,2009,538,2
560,cellular,4,may,2009,288,5
561,unknown,15,may,2009,194,2
562,cellular,16,feb,2010,261,2
563,unknown,6,may,2009,112,3
564,cellular,14,oct,2009,117,1
565,cellular,20,aug,2008,584,2
566,cellular,4,may,2010,64,2
567,unknown,28,may,2010,593,2
568,telephone,14,may,2010,7,7
569,cellular,28,aug,2010,7,23
570,unknown,30,may,2010,30,18
571,cellular,16,nov,2009,1166,3
572,unknown,5,jun,2010,104,2
573,unknown,2,jun,2009,97,4
574,cellular,18,nov,2009,264,2
575,unknown,5,jun,2010,67,2
576,unknown,26,may,2008,280,3
577,unknown,5,may,2010,132,1
578,cellular,20,nov,2010,470,2
579,cellular,24,jul,2010,357,7
580,cellular,8,may,2010,268,1
581,cellular,16,nov,2010,146,1
582,cellular,8,jul,2010,104,2
583,unknown,7,may,2009,227,1
584,cellular,11,may,2010,189,1
585,cellular,13,aug,2008,334,2
586,unknown,18,jun,2008,146,2
587,cellular,5,feb,2009,166,1
588,cellular,11,aug,2009,100,2
589,cellular,26,may,2009,527,2
590,unknown,16,jun,2009,276,3
591,cellular,29,jan,2009,354,1
592,cellular,3,apr,2010,235,1
593,telephone,3,aug,2009,676,2
594,unknown,5,jun,2010,67,12
595,unknown,14,may,2009,142,3
596,cellular,17,nov,2008,78,1
597,cellular,14,jul,2010,287,2
598,cellular,16,apr,2008,66,1
599,cellular,6,aug,2009,175,4
600,unknown,15,may,2010,172,4
601,unknown,27,may,2008,62,4
602,cellular,29,jan,2009,450,1
603,telephone,20,apr,2010,534,3
604,cellular,21,nov,2010,6,6
605,unknown,13,may,2008,34,4
606,cellular,2,feb,2009,62,1
607,cellular,30,sep,2009,314,1
608,cellular,24,jul,2008,408,14
609,unknown,13,may,2010,93,6
610,cellular,13,may,2009,169,2
611,cellular,26,aug,2010,93,2
612,cellular,13,aug,2010,113,6
613,unknown,20,may,2009,71,3
614,cellular,2,apr,2008,58,1
615,unknown,4,jul,2008,316,1
616,unknown,12,jun,2009,190,2
617,cellular,19,nov,2010,119,1
618,cellular,9,jul,2010,92,1
619,cellular,22,aug,2010,82,3
620,cellular,14,may,2009,558,1
621,cellular,28,oct,2010,246,2
622,unknown,27,may,2010,265,2
623,unknown,19,jun,2010,288,1
624,cellular,12,aug,2009,93,1
625,unknown,9,may,2009,654,1
626,cellular,2,jun,2010,177,2
627,cellular,16,jul,2009,298,2
628,cellular,30,apr,2009,841,1
629,cellular,21,apr,2009,336,1
630,unknown,17,jun,2009,48,2
631,unknown,9,may,2009,49,1
632,cellular,27,aug,2009,39,13
633,cellular,30,apr,2009,247,1
634,unknown,20,jun,2010,141,4
635,cellular,11,aug,2009,33,2
636,cellular,17,apr,2009,237,1
637,unknown,8,may,2010,289,1
638,telephone,5,may,2009,193,1
639,telephone,16,dec,2009,443,1
640,cellular,29,jan,2009,153,2
641,cellular,16,jul,2010,52,8
642,unknown,18,jun,2008,392,1
643,unknown,20,may,2010,204,2
644,telephone,31,jul,2010,43,34
645,cellular,1,feb,2010,343,2
646,cellular,13,aug,2010,371,2
647,cellular,18,nov,2009,52,1
648,cellular,6,aug,2010,175,1
649,telephone,15,mar,2009,506,2
650,cellular,22,jul,2010,487,4
651,unknown,19,jun,2008,201,1
652,cellular,19,aug,2010,231,4
653,unknown,6,jun,2009,85,3
654,cellular,16,jul,2009,130,1
655,cellular,2,feb,2009,91,1
656,unknown,5,may,2009,216,2
657,cellular,6,may,2010,954,1
658,unknown,27,may,2009,287,4
659,telephone,8,jul,2008,104,3
660,cellular,21,oct,2008,107,2
661,unknown,19,may,2010,115,1
662,telephone,28,jul,2010,31,4
663,cellular,18,may,2009,98,2
664,cellular,19,nov,2009,611,2
665,cellular,21,jul,2008,322,3
666,cellular,28,jul,2009,362,7
667,unknown,20,may,2009,235,2
668,cellular,17,apr,2009,108,2
669,cellular,9,feb,2010,359,1
670,unknown,30,may,2008,224,2
671,cellular,17,nov,2010,42,2
672,unknown,2,jun,2010,150,3
673,unknown,20,may,2009,121,1
674,cellular,30,nov,2009,260,5
675,cellular,4,feb,2010,9,7
676,cellular,8,jul,2010,554,1
677,cellular,3,feb,2009,192,1
678,cellular,26,aug,2009,148,4
679,cellular,13,sep,2009,502,1
680,unknown,6,jun,2009,246,3
681,unknown,15,may,2009,104,1
682,cellular,19,aug,2009,130,1
683,cellular,5,may,2008,249,1
684,cellular,11,may,2008,313,1
685,unknown,2,jun,2009,826,4
686,cellular,20,apr,2009,318,1
687,unknown,19,jun,2009,559,1
688,unknown,6,jun,2010,163,2
689,unknown,23,may,2009,42,3
690,unknown,3,jun,2010,171,5
691,cellular,12,aug,2009,1133,4
692,cellular,26,aug,2009,257,1
693,telephone,21,nov,2009,26,10
694,cellular,28,jan,2010,117,2
695,cellular,5,feb,2010,215,1
696,cellular,7,jul,2009,39,1
697,unknown,15,may,2010,147,1
698,cellular,24,jul,2009,286,4
699,cellular,8,apr,2010,97,1
700,unknown,5,may,2010,48,1
701,cellular,12,jul,2010,250,2
702,cellular,18,nov,2010,191,1
703,cellular,11,may,2010,254,2
704,unknown,9,jun,2009,522,1
705,unknown,15,may,2008,200,1
706,unknown,3,jun,2009,117,1
707,cellular,29,jan,2009,52,2
708,telephone,12,may,2009,422,2
709,cellular,11,aug,2009,68,4
710,telephone,9,jul,2009,31,1
711,cellular,6,aug,2010,386,2
712,cellular,16,jul,2008,226,1
713,cellular,18,aug,2009,263,4
714,unknown,12,may,2009,1083,2
715,cellular,15,jul,2009,193,6
716,cellular,15,may,2010,138,2
717,unknown,14,may,2010,173,11
718,cellular,20,aug,2010,65,1
719,unknown,23,may,2009,811,1
720,cellular,28,aug,2009,67,19
721,unknown,20,jun,2009,44,15
722,cellular,13,apr,2008,201,2
723,unknown,26,jun,2010,91,4
724,cellular,15,may,2010,1002,4
725,cellular,29,jan,2010,432,1
726,unknown,24,jun,2009,56,3
727,telephone,6,feb,2010,18,6
728,cellular,7,aug,2010,358,1
729,unknown,26,may,2009,107,3
730,cellular,31,jul,2009,255,2
731,unknown,16,jun,2009,189,2
732,unknown,7,may,2009,152,3
733,cellular,8,aug,2009,63,2
734,cellular,6,aug,2009,220,2
735,telephone,16,jul,2009,87,5
736,cellular,25,oct,2009,189,1
737,cellular,20,nov,2009,379,2
738,cellular,2,apr,2010,268,1
739,cellular,7,may,2009,51,1
740,cellular,13,may,2010,21,6
741,cellular,18,may,2010,1126,1
742,telephone,11,oct,2008,160,1
743,unknown,8,may,2010,425,6
744,telephone,9,feb,2008,13,7
745,cellular,17,nov,2009,48,2
746,cellular,31,jul,2009,101,4
747,unknown,27,may,2010,114,3
748,cellular,27,aug,2010,166,9
749,cellular,4,aug,2009,79,1
750,cellular,14,may,2009,215,1
751,cellular,14,aug,2009,253,1
752,cellular,18,jul,2009,658,2
753,cellular,20,nov,2008,125,1
754,unknown,20,jun,2009,1573,5
755,cellular,25,jul,2010,95,1
756,cellular,8,jul,2009,574,2
757,cellular,14,may,2009,67,3
758,unknown,4,jun,2009,355,1
759,cellular,5,apr,2010,270,3
760,cellular,18,aug,2009,82,3
761,unknown,29,may,2009,148,1
762,unknown,30,may,2009,604,2
763,unknown,27,may,2009,137,2
764,cellular,2,oct,2010,462,1
765,telephone,2,feb,2010,319,1
766,unknown,27,may,2010,220,2
767,unknown,16,jun,2009,53,1
768,cellular,7,sep,2008,211,1
769,unknown,28,may,2009,89,1
770,cellular,4,sep,2009,65,3
771,cellular,19,aug,2009,418,11
772,cellular,15,jun,2009,139,1
773,cellular,17,nov,2009,204,2
774,cellular,11,may,2009,105,1
775,cellular,27,aug,2009,43,19
776,cellular,13,may,2010,119,2
777,cellular,17,apr,2010,405,2
778,cellular,11,aug,2009,135,2
779,unknown,3,jun,2010,267,3
780,unknown,2,jun,2009,152,2
781,unknown,3,jun,2009,208,1
782,cellular,6,oct,2009,215,1
783,cellular,22,jul,2009,98,1
784,cellular,21,nov,2010,129,4
785,cellular,17,nov,2010,134,1
786,unknown,5,jun,2010,240,3
